# Minecraft 26.2 copper golem statue geometry; client SHA1 2dc72797acbc1b63fc16a11c4ac393605f453754
# pose,texture,width,height,flipped,origin xyz,U endpoint xyz,V endpoint xyz (north; blocks)
standing,0,8,6,0,0.750000000,0.687500000,0.312500000,-0.250000000,0.687500000,0.312500000,0.750000000,0.687500000,1.312500000
standing,1,8,6,1,0.750000000,0.312500000,0.312500000,-0.250000000,0.312500000,0.312500000,0.750000000,0.312500000,1.312500000
standing,2,6,6,0,0.750000000,0.312500000,0.687500000,0.750000000,0.312500000,-0.312500000,0.750000000,1.312500000,0.687500000
standing,3,8,6,0,0.750000000,0.312500000,0.312500000,-0.250000000,0.312500000,0.312500000,0.750000000,1.312500000,0.312500000
standing,4,6,6,0,0.250000000,0.312500000,0.312500000,0.250000000,0.312500000,1.312500000,0.250000000,1.312500000,0.312500000
standing,5,8,6,0,0.250000000,0.312500000,0.687500000,1.250000000,0.312500000,0.687500000,0.250000000,1.312500000,0.687500000
standing,6,8,10,0,0.750937500,1.000937500,0.186562500,-0.252812500,1.000937500,0.186562500,0.750937500,1.000937500,1.189562500
standing,7,8,10,1,0.750937500,0.686562500,0.186562500,-0.252812500,0.686562500,0.186562500,0.750937500,0.686562500,1.189562500
standing,8,10,5,0,0.750937500,0.686562500,0.813437500,0.750937500,0.686562500,-0.189562500,0.750937500,1.692562500,0.813437500
standing,9,8,5,0,0.750937500,0.686562500,0.186562500,-0.252812500,0.686562500,0.186562500,0.750937500,1.692562500,0.186562500
standing,10,10,5,0,0.249062500,0.686562500,0.186562500,0.249062500,0.686562500,1.189562500,0.249062500,1.692562500,0.186562500
standing,11,8,5,0,0.249062500,0.686562500,0.813437500,1.252812500,0.686562500,0.813437500,0.249062500,1.692562500,0.813437500
standing,12,2,2,0,0.562500000,0.812500000,0.125000000,-0.437500000,0.812500000,0.125000000,0.562500000,0.812500000,1.125000000
standing,13,2,2,1,0.562500000,0.625000000,0.125000000,-0.437500000,0.625000000,0.125000000,0.562500000,0.625000000,1.125000000
standing,14,2,3,0,0.562500000,0.625000000,0.250000000,0.562500000,0.625000000,-0.750000000,0.562500000,1.625000000,0.250000000
standing,15,2,3,0,0.562500000,0.625000000,0.125000000,-0.437500000,0.625000000,0.125000000,0.562500000,1.625000000,0.125000000
standing,16,2,3,0,0.437500000,0.625000000,0.125000000,0.437500000,0.625000000,1.125000000,0.437500000,1.625000000,0.125000000
standing,17,2,3,0,0.437500000,0.625000000,0.250000000,1.437500000,0.625000000,0.250000000,0.437500000,1.625000000,0.250000000
standing,18,2,2,0,0.561562500,1.249062500,0.438437500,-0.423437500,1.249062500,0.438437500,0.561562500,1.249062500,1.423437500
standing,19,2,2,1,0.561562500,1.000937500,0.438437500,-0.423437500,1.000937500,0.438437500,0.561562500,1.000937500,1.423437500
standing,20,2,4,0,0.561562500,1.000937500,0.561562500,0.561562500,1.000937500,-0.423437500,0.561562500,1.993437500,0.561562500
standing,21,2,4,0,0.561562500,1.000937500,0.438437500,-0.423437500,1.000937500,0.438437500,0.561562500,1.993437500,0.438437500
standing,22,2,4,0,0.438437500,1.000937500,0.438437500,0.438437500,1.000937500,1.423437500,0.438437500,1.993437500,0.438437500
standing,23,2,4,0,0.438437500,1.000937500,0.561562500,1.423437500,1.000937500,0.561562500,0.438437500,1.993437500,0.561562500
standing,24,4,4,0,0.624062500,1.499062500,0.375937500,-0.368437500,1.499062500,0.375937500,0.624062500,1.499062500,1.368437500
standing,25,4,4,1,0.624062500,1.250937500,0.375937500,-0.368437500,1.250937500,0.375937500,0.624062500,1.250937500,1.368437500
standing,26,4,4,0,0.624062500,1.250937500,0.624062500,0.624062500,1.250937500,-0.368437500,0.624062500,2.243437500,0.624062500
standing,27,4,4,0,0.624062500,1.250937500,0.375937500,-0.368437500,1.250937500,0.375937500,0.624062500,2.243437500,0.375937500
standing,28,4,4,0,0.375937500,1.250937500,0.375937500,0.375937500,1.250937500,1.368437500,0.375937500,2.243437500,0.375937500
standing,29,4,4,0,0.375937500,1.250937500,0.624062500,1.368437500,1.250937500,0.624062500,0.375937500,2.243437500,0.624062500
